web-scraper-order,web-scraper-start-url,detail,detail-href,title,question,answer,votes,answers
1666770350-392,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=4&pagesize=15,How do I change color of comments in visual studio code?,https://stackoverflow.com/questions/45195023/how-do-i-change-color-of-comments-in-visual-studio-code,How do I change color of comments in visual studio code?,I went through https://code.visualstudio.com/docs/getstarted/theme-color-reference but can't seem to find the setting for changing the comment color.,"From 1.15 (July 2017) you can change it from settings.json Ctrl+,
""editor.tokenColorCustomizations"": {
    ""comments"": ""#d4922f""
},

From 1.20 (January 2018) you can also do it for each theme separately:
""editor.tokenColorCustomizations"": {
    ""[Atom One Dark]"": {
        ""comments"": ""#d4922f""
    }
},

Or now you can specify settings for multiple themes at once as ""[Atom One Dark][Tomorrow Night Blue]"": {...}
Finding the right scope:
Developer: Inspect TM Scopes editor.action.inspectTMScopes

Selector priority:
https://code.visualstudio.com/blogs/2017/02/08/syntax-highlighting-optimizations#_textmate-themes


Ok, more examples (for js):
""editor.tokenColorCustomizations"": {
    ""textMateRules"": [{
        ""scope"": ""INSERT_SCOPE_HERE"",
        ""settings"": {
            ""foreground"": ""#ff0000""
        }
    }]
}

comment 
punctuation.definition.comment 
comment.block.documentation 
storage.type.class.jsdoc 
entity.name.type.instance.jsdoc 
variable.other.jsdoc",139,10
1666770376-393,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=4&pagesize=15,"How to exclude folder from ""Explore"" tab?",https://stackoverflow.com/questions/33258543/how-to-exclude-folder-from-explore-tab,"How to exclude folder from ""Explore"" tab?","I'm trying to exclude several folders on the Explore tab in Visual Studio Code. To do that, I have added a following jsconfig.json to the root of my project:","Use files.exclude:

Go to File -> Preferences -> Settings (or on Mac Code -> Preferences -> Settings)
Pick the workspace settings tab
Add this code to the settings.json file displayed on the right side:

    // Place your settings in this file to overwrite default and user settings.

    {
        ""settings"": {
            ""files.exclude"": {
                ""**/.git"": true,         // this is a default value
                ""**/.DS_Store"": true,    // this is a default value
    
                ""**/node_modules"": true, // this excludes all folders 
                                        // named ""node_modules"" from 
                                        // the explore tree
    
                // alternative version
                ""node_modules"": true    // this excludes the folder 
                                        // only from the root of
                                        // your workspace 
            }
        }
    }

If you chose File -> Preferences -> User Settings then you configure the exclude folders globally for your current user.",404,10
1666770383-394,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=4&pagesize=15,"VSCode: enable or disable editor tabs modified since last git commit, show git status with modified tabs colors",https://stackoverflow.com/questions/58377383/vscode-enable-or-disable-editor-tabs-modified-since-last-git-commit-show-git-s,"VSCode: enable or disable editor tabs modified since last git commit, show git status with modified tabs colors","In VSCODE, how can I highlight tabs that were modified compared to previous git commit?  In order to show their git status.","v1.53 has added this functionality, see Release notes: tab decorations.

Two new settings allow you to configure whether editor tabs show
decorations, such as git status or diagnostics. Use
workbench.editor.decorations.colors to decorate tabs with colors, like
red/green for files with errors and warnings, and use
workbench.editor.decorations.badges to decorate tabs with badges, like
M for git modified.

Previously : [These are not enabled by default.]
Edit : Note that these are scheduled to be turned on by default as of v1.55.  so if you want to turn this feature off, disable
workbench.editor.decorations.colors

workbench.editor.decorations.badges
or these settings in the UI
Workbench > Editor > Decorations: Colors

Workbench > Editor > Decorations: Badges

The colorCustomizations gitDecoration....
""workbench.colorCustomizations"": {

    ""gitDecoration.modifiedResourceForeground"": ""#ff0000"",
}

work to change BOTH the Explorer view and tab colors.",25,1
1666770410-395,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=4&pagesize=15,How to use visual studio code to compile multi-cpp file?,https://stackoverflow.com/questions/51720769/how-to-use-visual-studio-code-to-compile-multi-cpp-file,How to use visual studio code to compile multi-cpp file?,"I have followed some instructions to construct Visual studio code C/C++ compile and debug environment.But g++ compiler can only compile the selected cpp file, so the included .h file associated the cpp file can not compiled. then the terminal shows 'Undefined symbols for architecture x86_64' error. the code as below:",null,9,4
1666770436-396,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=4&pagesize=15,Visual Studio Code: Take Input From User,https://stackoverflow.com/questions/36964949/visual-studio-code-take-input-from-user,Visual Studio Code: Take Input From User,"Currently, I'm trying to write C/C++ program in Visual Studio code. For this I've installed two extensions: C/C++ & C++ Intellisense","Go to Code -> Preferences -> Settings and add custom settings:
{
   ""code-runner.runInTerminal"": true
}

Finally run your c++ code and you will be able to enter values in console",37,6
1666770462-397,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=4&pagesize=15,"vscode ""#include errors detected. Please update your includePath",https://stackoverflow.com/questions/51227662/vscode-include-errors-detected-please-update-your-includepath,"vscode ""#include errors detected. Please update your includePath","I'm trying to use vscode with arduino but have no success.
The problem seems to be something with the libraries path.
But I havent been able to fix that !
I'm on linux.","Although the question mentions Arduino, the following suggestions apply basically any time VSCode tells you to ""update your includePath"".

What is includePath?

The includePath is an attribute in c_cpp_settings.json, which is in the .vscode folder of the main folder you have opened in VSCode using File → Open Folder.

You can edit c_cpp_settings.json directly, but it is usually easier to use the ""C/C++ Configurations GUI"".  To do that, open the Command Palette (Ctrl+Shift+P) and run ""C/C++: Edit Configurations (UI)"".  Then look for the ""Include path"" setting.

The includePath tells VSCode (specifically the IntelliSense component of the C/C++ extension) where to look when resolving #include ""filename"" directives.  That allows VSCode to see definitions of symbols defined in those files.

So should I fiddle with includePath when VSCode tells me to?

Not at first!  Before changing the include path, if you haven't already, first set the ""Compiler path"" to point at your C/C++ compiler, and set ""IntelliSense mode"" to match the compiler as closely as possible.

You may also need to adjust the Compiler arguments, particularly if the compiler is capable of generating code for multiple targets, for example, both 32-bit and 64-bit code.  (If you don't know what that means, skip it at first.)

Next, in Command Palette, run ""C/C++: Log Diagnostics"".  The output will show you which compiler VSCode found and what it detected as its built-in include path and preprocessor defines.

Then, run these commands in a shell:

  $ touch empty.c
  $ gcc -v -E -dD empty.c


Here, I have assumed you are using gcc as your compiler.  If not, substitute the actual compiler command name.  If your compiler is not a variant of GCC (for example you are using the Microsoft cl.exe compiler), you'll need to look at its documentation or Google to find switches that print the predefined macros and include paths (e.g., see here for cl.exe).

Compare the output of the above command to what VSCode shows in its C/C++ diagnostics output.  Hopefully they are very similar.  If not, try adjusting the Compiler path, IntelliSense mode, or Compiler arguments.  Once you've gotten them as close as possible by adjusting just those three settings, go on to the next step.

Now adjust includePath if necessary

If there are still significant differences between the compiler built-in configuration and what VSCode detects, fix that by (in the C/C++ settings UI) modifying the Include path, Defines, and C/C++ standard fields.  Re-run the C/C++ Log Diagnostics command to see the effects.

It is probably not necessary to add all of the pre-defined preprocessor symbols.  This really only matters if there are #ifdef directives that depend on them, and which are causing VSCode to see the wrong code as active.  I suggest only adding predefined symbols if, while browsing your code, you see a specific case that VSCode gets wrong.

Finally, if your project has header files in places that the compiler does not search by default, that is, you normally have to pass -I switches on the compiler command line, add those as well to the Include path.  The same goes for any -D arguments, which must be added to the Defines.",18,6
1666770488-398,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=4&pagesize=15,Visual Studio Code - Connect to a remote Git repository and PUSH local files to a new remote repository,https://stackoverflow.com/questions/43364233/visual-studio-code-connect-to-a-remote-git-repository-and-push-local-files-to,Visual Studio Code - Connect to a remote Git repository and PUSH local files to a new remote repository,I have created a local project with Visual Studio Code that implements a local Git repository.,"I assume you started to work in a directory and didn't use Git there. The following should work with Git Bash:
cd ""path to your repository""
git init
git add . # If you want to commit everything. Otherwise use .gitconfig files
git commit -m ""initial commit"" # If you change anything, you can add and commit again...

To add a remote, just do
git remote add origin https://...
git remote show origin # If everything is ok, you will see your remote
git push -u origin master # Assuming you are on the master branch.

The -u sets an upstream reference and Git knows from where to fetch/pull and where to push in the future.",56,3
1666770514-399,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=4&pagesize=15,How can I open Visual Studio Code's 'settings.json' file?,https://stackoverflow.com/questions/65908987/how-can-i-open-visual-studio-codes-settings-json-file,How can I open Visual Studio Code's 'settings.json' file?,"I did it many times, and each time I forgot where it was.","To open the User settings:

Open the command palette (either with F1 or Ctrl+Shift+P)
Type ""open settings""
You are presented with a few options¹, choose Open User Settings (JSON)

This image was taken in the VS Code online editor

Which, from the manual and depending on platform, is one of:

Windows %APPDATA%\Code\User\settings.json²
macOS $HOME/Library/Application\ Support/Code/User/settings.json
Linux $HOME/.config/Code/User/settings.json

The Workspace settings will be in a {workspaceName}.code-workspace file where you saved it, and the Folder settings will be in a .vscode folder if and when it has been created.

Official page on User and Workspace Settings
As stated by sevencardz below, VS Code includes a button in the Settings UI gutter which can be used to switch between JSON and graphical view.

The workbench.settings.editor option selects which of the settings files is opened by default when not using the above method, such as with the shortcut ⌘+, or through the application menu.
Footnotes

The aforementioned settings, User and Workspace. Remote settings will appear when using WSL.

By a test this maps to %APPDATA%\Roaming\Code\User\settings.json, I am not sure by what logic.",225,9
1666770540-400,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=4&pagesize=15,What TypeScript version is Visual Studio Code using? How to update it?,https://stackoverflow.com/questions/39668731/what-typescript-version-is-visual-studio-code-using-how-to-update-it,What TypeScript version is Visual Studio Code using? How to update it?,"How can I tell what version of TypeScript is being used in Visual Studio Code?  In particular, I had been using TypeScript 1.8.10 and VSCode 1.4.0.  I first updated VSCode to the latest version, which was 1.5.3.  But checking from the command line, I saw that my TypeScript version was still 1.8.10.  So I updated TypeScript from the command line, and it is now 2.0.3 .","Can TypeScript be updated automatically?

VS Code ships with a recent stable version of TypeScript.
– from VS Code docs

This means there's no way to automatically upgrade the TypeScript version used by VS Code. You can however override the TypeScript version VS Code uses by modifying either the user settings or the workspace settings.

What TypeScript version is VS Code using?
When you open a TypeScript file, VS Code should display the TypeScript version in the status bar at the bottom right of the screen:

In newer versions (or when the status bar is crowded?) you may have to hover the mouse over the {} next to TypeScript to see a pop-up with the information:

Changing the global TypeScript version

Install the desired TypeScript version globally, for example npm install -g typescript@2.0.5
Open VS Code User Settings (F1 > Open User Settings)
Update/Insert ""typescript.tsdk"": ""{your_global_npm_path}/typescript/lib"" you can find out {your_global_npm_path} by typing npm root -g

Now all of the projects you open with VS Code will use this TypeScript version, unless of course there is a workspace setting that overrides this.

Changing the local TypeScript version

Open the project in VS Code

Install the desired TypeScript version locally, for example npm install --save-dev typescript@2.0.5
The --save-dev will update your project's package.json, adding the TypeScript version you installed as a devDependency.

Open VS Code Workspace Settings (F1 > Open Workspace Settings)

Update/Insert ""typescript.tsdk"": ""./node_modules/typescript/lib""
Now only the project you installed this TypeScript version in will use that TypeScript version, the global installation will be ignored by VS Code in this project.

Having added the typescript.tsdk entry it's then also necessary to use the VS Code UI to select the new version:

Click on the version displayed in the VS Code footer:


Select it in the UI:






See also:

Using newer TypeScript versions
Improve documentation for typescript.tsdk to make workspace usage clearer",176,9
1666770566-401,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=4&pagesize=15,How to correctly set PYTHONPATH for Visual Studio Code,https://stackoverflow.com/questions/53653083/how-to-correctly-set-pythonpath-for-visual-studio-code,How to correctly set PYTHONPATH for Visual Studio Code,How do I correctly set up the $PYTHONPATH variable for my workspace in VisualStudio Code?,"I have a situation that I believe is relatively common. I want a script to import a module from another directory. My python project is laid out as follows:
~/project/
  |
  |---modules/
        |
        |---mod.py
  |---scripts/
        |---script.py

in script.py, I have from modules import mod. So my PYTHONPATH needs to be set to ~/project/ (something that PyCharm does automatically).
VSCode is a great editor, but everywhere else, it falls short, in my opinion. This is a perfect example of that.
I create a default launch.json file to ""run the current file"". A ""cwd"": ""${fileDirname}"" line has to be added to make things work like they do in PyCharm (FYI, a list of the built-in variables can be found here).
Debugging
For debugging (the ""play"" button on the sidebar, or the F5 key), the PYTHONPATH set in launch.json or your .env file takes effect. Note that in the .env file, you cannot use variables such as ${workspaceRoot}, but you can easily append or insert to the path by using the proper separator for your platform (; for Windows and : for everyone else).
Because I want to take advantage of that variable, I put this in my launch.json:
    ""env"": {""PYTHONPATH"": ""${workspaceFolder}${pathSeparator}${env:PYTHONPATH}""}

(Thanks to @someonr for the suggestion to use ${pathSeparator}.)
It appears that you can prepend/append to whatever is inherited from the environment (this is not true for settings.json; see below).
This will also work for the hotkey Ctrl+F5 (run without debugging).
For reference, here's the full file, which replicates what PyCharm does automatically:
{
    ""version"": ""0.2.0"",
    ""configurations"": [
        {
            ""name"": ""Python: Current File"",
            ""type"": ""python"",
            ""request"": ""launch"",
            ""program"": ""${file}"",
            ""console"": ""integratedTerminal"",
            ""cwd"": ""${fileDirname}"",
            ""env"": {""PYTHONPATH"": ""${workspaceFolder}${pathSeparator}${env:PYTHONPATH}""}
        }
    ]
}

Run in terminal
If I hit the ""play"" button that appears on the top right of the editor window (when a python file is the active tab), it will not work. This runs the current file in a terminal, which doesn't pay attention to launch.json at all. To make that work, you have to define PYTHONPATH in a settings.json file, by adding this:
    ""terminal.integrated.env.osx"": {""PYTHONPATH"": ""${workspaceFolder}""}

(Note there are different values for each platform.) If you've selected a python interpreter (e.g. from a virtual environment), you will already have a settings.json file in the .vscode directory. Mine looks like this:
{
    ""python.pythonPath"": ""/Users/me/project/venv/bin/python3"",
    ""terminal.integrated.env.osx"": {""PYTHONPATH"": ""${workspaceFolder}""}
}

You can't append or insert values into the inherited PYTHONPATH via the settings.json file. It will only take one string, and it will not parse separators. So even though you could get the value using ${env:PYTHONPATH}, you won't be able to do anything with it.
Moreover, you can't set the current working directory. Even though it would seem you could set it with ""terminal.integrated.cwd"": ""${workspaceFolder}"", it doesn't work. So if any of your scripts do anything with paths relative to their location in the tree, they won't work. The working directory will be your project root.
Note that any changes to the settings.json file will require that you exit the integrated terminal and restart it.
Linting
Nothing I do to launch.json regarding PYTHONPATH makes any difference to pylint, which will red-underline from modules import mod, despite the fact I can put the cursor on mod, hit F12, and the file opens. Snooping around linting settings, the defaults for mypy include --ignore-missing-imports. To replicate this behavior with pylint, add this to your settings.json:
    ""python.linting.pylintArgs"": [
        ""--disable=F0401""
    ] 

Shame that we just have to work around this, but the autocomplete helps a lot when writing the import statements to begin with.
Conclusion
There are many layers to VSCode and it's hard to get things to work together. It seems multiple environments are floating around. In the end:

I cannot ""run in terminal"" because I can't set the current working directory to be the path containing the current file.
I cannot set PYTHONPATH for pylint as that runs in some environment different than the integrated terminal and whatever is controlled by launch.json, so I can only tell pylint to ignore import errors.
Running with F5 works if you set PYTHONPATH either via an .env file or in launch.json",93,13
1666770592-402,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=4&pagesize=15,Visual Studio Code PHP Intelephense Keep Showing Not Necessary Error,https://stackoverflow.com/questions/59149877/visual-studio-code-php-intelephense-keep-showing-not-necessary-error,Visual Studio Code PHP Intelephense Keep Showing Not Necessary Error,"After the latest update of PHP Intelephense that I get today, the intelephense keep showing an error for an undefined symbol for my route (and other class too), there is no error like this before and it's bothering me.","Intelephense 1.3 added undefined type, function, constant, class constant, method, and property diagnostics, where previously in 1.2 there was only undefined variable diagnostics.

Some frameworks are written in a way that provide convenient shortcuts for the user but make it difficult for static analysis engines to discover symbols that are available at runtime.

Stub generators like https://github.com/barryvdh/laravel-ide-helper help fill the gap here and using this with Laravel will take care of many of the false diagnostics by providing concrete definitions of symbols that can be easily discovered.

Still, PHP is a very flexible language and there may be other instances of false undefined symbols depending on how code is written. For this reason, since 1.3.3, intelephense has config options to enable/disable each category of undefined symbol to suit the workspace and coding style.

These options are:
intelephense.diagnostics.undefinedTypes
intelephense.diagnostics.undefinedFunctions
intelephense.diagnostics.undefinedConstants
intelephense.diagnostics.undefinedClassConstants
intelephense.diagnostics.undefinedMethods
intelephense.diagnostics.undefinedProperties
intelephense.diagnostics.undefinedVariables

Setting all of these to false except intelephense.diagnostics.undefinedVariables will give version 1.2 behaviour. See the VSCode settings UI and search for intelephense.",246,20
1666770618-403,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=4&pagesize=15,Visual Studio Code is always asking for Git credentials,https://stackoverflow.com/questions/34400272/visual-studio-code-is-always-asking-for-git-credentials,Visual Studio Code is always asking for Git credentials,"I started using Visual Studio Code, and I was trying to save my test project into GitHub, but Visual Studio Code is always asking for my GitHub credentials.","Why does Visual Studio Code ask for a password? Because Visual Studio Code runs the auto-fetch feature, while the Git server doesn't have any information to authorize your identity. It happens when:

Your Git repository has a https remote URL. Yes! This kind of remote will absolutely ask you every time. No exceptions here! (You can do a temporary trick to cache the authorization as the solution below, but this is not recommended.)
Your Git repository has ssh remote URL, but you've not copied your ssh public key onto the Git server. Use ssh-keygen to generate your key and copy it to Git server. Done! This solution also helps you never retype password on terminal again. See a good instruction by @Fnatical here for the answer.

The updated part at the end of this answer doesn't really help you at all. (It actually makes you stagnant in your workflow.) It only stops things happening in Visual Studio Code and moves these happenings to the terminal.
Sorry if this bad answer has affected you for a long, long time.

The original answer (bad)
I found the solution on Visual Studio Code document:

Tip: You should set up a credential helper to avoid getting asked
for credentials every time VS Code talks to your Git remotes. If you
don't do this, you may want to consider Disabling Autofetch in the ...
menu to reduce the number of prompts you get.

So, turn on the credential helper so that Git will save your password in memory for some time. By default, Git will cache your password for 15 minutes.
In Terminal, enter the following:
git config --global credential.helper cache
# Set Git to use the credential memory cache

To change the default password cache timeout, enter the following:
git config --global credential.helper 'cache --timeout=3600'
# Set the cache to timeout after 1 hour (setting is in seconds)

If the original answer doesn't work
I installed Visual Studio Code and configuration same above, but as @ddieppa said, It didn't work for me too. So I tried to find an option in User Setting, and I saw ""git.autofetch"" = true, now set it's false! Visual Studio Code is no longer required to enter password repeatedly again!
In menu File → Preferences → User Setting:
Type these:
Place your settings in this file to overwrite the default settings:
{
  ""git.autofetch"": false
}",324,28
1666770644-404,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=4&pagesize=15,Why do I keep getting Delete 'cr' [prettier/prettier]?,https://stackoverflow.com/questions/53516594/why-do-i-keep-getting-delete-cr-prettier-prettier,Why do I keep getting Delete 'cr' [prettier/prettier]?,I am using vscode with Prettier 1.7.2 and Eslint 1.7.0. After every newline I get:,"Try setting the ""endOfLine"":""auto"" in your .prettierrc (or .prettierrc.json) file (inside the object)
Or set
'prettier/prettier': [
  'error',
  {
    'endOfLine': 'auto',
  }
]

inside the rules object of the eslintrc file.
If you are using windows machine endOfLine can be ""crlf"" basing on your git config.",535,34
1666770670-405,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=4&pagesize=15,What is a 'workspace' in Visual Studio Code?,https://stackoverflow.com/questions/44629890/what-is-a-workspace-in-visual-studio-code,What is a 'workspace' in Visual Studio Code?,"For example, Visual Studio Code talks about applying settings at the user level vs the workspace level.","What is a workspace?
A project that consists of one or more root folders, along with all of the Visual Studio Code configurations that belong to that project. These configurations include:

settings that should be applied when that project is open
recommended extensions for the project (useful when sharing the configuration files with colleagues)
project-specific debugging configurations

Why is a workspace so confusing?
Visual Studio Code does not use the term consistently across the UI (I've opened a GitHub issue to address this). Sometimes it refers to a workspace as described above, and other times it refers to a workspace as a project that is specifically associated with a .code-workspace file.
A good example being the recent files widget. Notice in the linked screenshot that all projects are grouped under the same ""workspaces"" heading, which would indicate that everything there is a workspace. But then projects with a .code-workspace file are given a ""Workspace"" suffix, contradicting the heading and indicating that only those files are actually workspaces.
What is a .code-workspace file?
It is a JSON file with comments that stores all of the configuration data mentioned above, in addition to the location of all root folders belonging to a workspace.
Do I need a .code-workspace file?
Only if you're creating a multi-root workspace, in which case you'll have a single .code-workspace file that automatically restores all of the workspace settings, in addition to all of the root folders that you want to be displayed in the Explorer.
What about single folder projects?
Everything is automated.
When you open a folder in Visual Studio Code and start making modifications to the editor that are specifically related to the project you're currently working on, Visual Studio Code automatically creates a .vscode folder and stores it in the root of the project folder that you're working on. This .vscode folder has files that store the changes you made.
For example, if you change Visual Studio Code settings that you want to apply only to your current project, Visual Studio Code creates a settings.json file with those updates, and that file is stored in the .vscode folder.
You can create a .code-workspace file that includes just a single root folder if you really want to. You'd then be able to either open the project folder directly, or open the workspace file. But I can't think of any reason why this would be beneficial.
How do I create a .code-workspace file?
Go to menu File → Save Workspace As...
How do I add root folders to a workspace?
Go to menu File → Add Folder to Workspace....
How do I open a workspace that is defined by a .code-workspace file?
Go to menu File → Open Workspace....
Alternatively, double click the .code-workspace file. Visual Studio Code won't open the actual file. Instead, it will read that file and open the folders that belong to that workspace.
How do I view the actual .code-workspace file?
Go to menu File → Open... and select the target .code-workspace file.
Alternatively, open the workspace associated with that file. Then open the command palette, search for, and select the Workspaces: Open Workspace Configuration File command.",836,17
1666770722-406,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=3&pagesize=15,Vertical rulers in Visual Studio Code,https://stackoverflow.com/questions/29968499/vertical-rulers-in-visual-studio-code,Vertical rulers in Visual Studio Code,VS Code's default configuration for a ruler is demonstrated below.,"Visual Studio Code 0.10.10 introduced this feature. To configure it, go to menu File → Preferences → Settings and add this to to your user or workspace settings:

""editor.rulers"": [80,120]


The color of the rulers can be customized like this:

""workbench.colorCustomizations"": {
    ""editorRuler.foreground"": ""#ff4081""
}",1345,11
1666770748-407,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=3&pagesize=15,How can you disable Gutter Indicators in VS Code?,https://stackoverflow.com/questions/43969277/how-can-you-disable-gutter-indicators-in-vs-code,How can you disable Gutter Indicators in VS Code?,"In VS Code, if there's version control in a folder you're working in, it will try and indicate what lines are new and what lines are changed with little color patches in the ""gutter"" section. Actually, both on the left side near the line numbers, and also on the right side in the scroll bar. Is there a way to turn that off?","It is possible to change it in settings.json Ctrl+,

""scm.diffDecorations"": ""all"" | ""gutter"" | ""overview"" | ""none""




Or you can make them transparent:

""workbench.colorCustomizations"": {
    // Gutter indicators (left)
    ""editorGutter.modifiedBackground"": ""#0000"",
    ""editorGutter.addedBackground"": ""#0000"",
    ""editorGutter.deletedBackground"": ""#0000"",
    // Scrollbar indicators (right)
    ""editorOverviewRuler.addedForeground"": ""#0000"",
    ""editorOverviewRuler.modifiedForeground"": ""#0000"",
    ""editorOverviewRuler.deletedForeground"": ""#0000""
}",50,5
1666770774-408,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=3&pagesize=15,Activating Anaconda Environment in VsCode,https://stackoverflow.com/questions/43351596/activating-anaconda-environment-in-vscode,Activating Anaconda Environment in VsCode,"I have Anaconda working on my system and VsCode working, but how do I get VsCode to activate a specific environment when running my python script?","Simply use 


shift + cmd + P  
Search Select Interpreter 





Select it and it will show you the list of your virtual environment created via conda and other python versions





select the environment and you are ready to go.


Quoting the 'Select and activate an environment' docs


  Selecting an interpreter from the list adds an entry for python.pythonPath with

  the path to the interpreter inside your Workspace Settings.",94,15
1666770800-409,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=3&pagesize=15,Does anybody know the name of this setting inside of VS Code Insiders? For grayed out parameter and variable annotations,https://stackoverflow.com/questions/68720113/does-anybody-know-the-name-of-this-setting-inside-of-vs-code-insiders-for-graye,Does anybody know the name of this setting inside of VS Code Insiders? For grayed out parameter and variable annotations,I'm trying to work out the setting that enables these little inline annotations.,"Those are Inlay Hints.  You can enable (the default) or disable them with the setting:
Editor > Inlay Hints: Enabled
or change the Font Family or Font Size by searching for Inlay Hints in the Settings UI.
And there is finer control for parameter names/types, variable types and more for js/ts files.
For a lot more, see the release notes v1.60 release notes:

The most significant new tooling feature in TypeScript 4.4 is inlay
hint support. Inlay hints add additional inline information to source
code to help you understand what the code does.
Parameter name inlay hints for example show the names of parameters in
function calls:

This can help you understand the meaning of each argument at a glance,
which is especially helpful for functions that take Boolean flags or
have parameters that are easy to mix up.
To enable parameter name hints, set
javascript.inlayHints.parameterNames.enabled or
typescript.inlayHints.parameterNames settings. There are three
possible values:
none — Disable parameter inlay hints.   literals — Only show inlay
hints for literals (string, number, Boolean).   all — Show inlay
hints for all arguments.
In addition, VS Code also offers inlay hints that show implicit type
information in your JavaScript and TypeScript code.
Variable type inlay hints show the types of variables that don't have
an explicit type annotations.
Settings - javascript.inlayHints.variableTypes.enabled and
typescript.inlayHints.variableTypes.enabled


[And more at the release notes link.]",20,2
1666770826-410,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=3&pagesize=15,Change the encoding of a file in Visual Studio Code,https://stackoverflow.com/questions/30082741/change-the-encoding-of-a-file-in-visual-studio-code,Change the encoding of a file in Visual Studio Code,"Is there any way to change the encoding of a file?
For example UTF-8 to ISO 8859-1?","So here's how to do that:
In the bottom bar of VSCode, you'll see the label UTF-8. Click it. A
popup opens. Click Save with encoding. You can now pick a new
encoding for that file.
Alternatively, you can change the setting globally in Workspace/User settings using the setting ""files.encoding"": ""utf8"". If using the graphical settings page in VSCode, simply search for encoding. Do note however that this only applies to newly created files.",189,3
1666770852-411,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=3&pagesize=15,Color theme for VS Code integrated terminal,https://stackoverflow.com/questions/42307949/color-theme-for-vs-code-integrated-terminal,Color theme for VS Code integrated terminal,Can we change color settings of VS Code Integrated Terminal? Mine looks dull with just white.,"You can actually modify your user settings and edit each colour individually by adding the following to the user settings.

Open user settings (Ctrl+,)
Search for workbench and select Edit in settings.json under Color Customizations

""workbench.colorCustomizations"" : {
    ""terminal.foreground"" : ""#00FD61"",
    ""terminal.background"" : ""#383737""
}

For more on what colors you can edit you can find out here.",184,11
